id,value,cat
6738,3369.0,a
6739,3369.5,b
6740,3370.0,a
6741,3370.5,b
6742,3371.0,a
6743,3371.5,b
6744,3372.0,a
6745,3372.5,b
6746,3373.0,a
6747,3373.5,b
6748,3374.0,a
6749,3374.5,b
6750,3375.0,a
6751,3375.5,b
6752,3376.0,a
6753,3376.5,b
6754,3377.0,a
6755,3377.5,b
6756,3378.0,a
6757,3378.5,b
6758,3379.0,a
6759,3379.5,b
6760,3380.0,a
6761,3380.5,b
6762,3381.0,a
6763,3381.5,b
6764,3382.0,a
6765,3382.5,b
6766,3383.0,a
6767,3383.5,b
6768,3384.0,a
6769,3384.5,b
6770,3385.0,a
6771,3385.5,b
6772,3386.0,a
6773,3386.5,b
6774,3387.0,a
6775,3387.5,b
6776,3388.0,a
6777,3388.5,b
6778,3389.0,a
6779,3389.5,b
6780,3390.0,a
6781,3390.5,b
6782,3391.0,a
6783,3391.5,b
6784,3392.0,a
6785,3392.5,b
6786,3393.0,a
6787,3393.5,b
6788,3394.0,a
6789,3394.5,b
6790,3395.0,a
6791,3395.5,b
6792,3396.0,a
6793,3396.5,b
6794,3397.0,a
6795,3397.5,b
6796,3398.0,a
6797,3398.5,b
6798,3399.0,a
6799,3399.5,b
6800,3400.0,a
6801,3400.5,b
6802,3401.0,a
6803,3401.5,b
6804,3402.0,a
6805,3402.5,b
6806,3403.0,a
6807,3403.5,b
6808,3404.0,a
6809,3404.5,b
6810,3405.0,a
6811,3405.5,b
6812,3406.0,a
6813,3406.5,b
6814,3407.0,a
6815,3407.5,b
6816,3408.0,a
6817,3408.5,b
6818,3409.0,a
6819,3409.5,b
6820,3410.0,a
6821,3410.5,b
6822,3411.0,a
6823,3411.5,b
6824,3412.0,a
6825,3412.5,b
6826,3413.0,a
6827,3413.5,b
6828,3414.0,a
6829,3414.5,b
6830,3415.0,a
6831,3415.5,b
6832,3416.0,a
6833,3416.5,b
6834,3417.0,a
6835,3417.5,b
6836,3418.0,a
6837,3418.5,b
6838,3419.0,a
6839,3419.5,b
6840,3420.0,a
6841,3420.5,b
6842,3421.0,a
6843,3421.5,b
6844,3422.0,a
6845,3422.5,b
6846,3423.0,a
6847,3423.5,b
6848,3424.0,a
6849,3424.5,b
6850,3425.0,a
6851,3425.5,b
6852,3426.0,a
6853,3426.5,b
6854,3427.0,a
6855,3427.5,b
6856,3428.0,a
6857,3428.5,b
6858,3429.0,a
6859,3429.5,b
6860,3430.0,a
6861,3430.5,b
6862,3431.0,a
6863,3431.5,b
6864,3432.0,a
6865,3432.5,b
6866,3433.0,a
6867,3433.5,b
6868,3434.0,a
6869,3434.5,b
6870,3435.0,a
6871,3435.5,b
6872,3436.0,a
6873,3436.5,b
6874,3437.0,a
6875,3437.5,b
6876,3438.0,a
6877,3438.5,b
6878,3439.0,a
6879,3439.5,b
6880,3440.0,a
6881,3440.5,b
6882,3441.0,a
6883,3441.5,b
6884,3442.0,a
6885,3442.5,b
6886,3443.0,a
6887,3443.5,b
6888,3444.0,a
6889,3444.5,b
6890,3445.0,a
6891,3445.5,b
6892,3446.0,a
6893,3446.5,b
6894,3447.0,a
6895,3447.5,b
6896,3448.0,a
6897,3448.5,b
6898,3449.0,a
6899,3449.5,b
6900,3450.0,a
6901,3450.5,b
6902,3451.0,a
6903,3451.5,b
6904,3452.0,a
6905,3452.5,b
6906,3453.0,a
6907,3453.5,b
6908,3454.0,a
6909,3454.5,b
6910,3455.0,a
6911,3455.5,b
6912,3456.0,a
6913,3456.5,b
6914,3457.0,a
6915,3457.5,b
6916,3458.0,a
6917,3458.5,b
6918,3459.0,a
6919,3459.5,b
6920,3460.0,a
6921,3460.5,b
6922,3461.0,a
6923,3461.5,b
6924,3462.0,a
6925,3462.5,b
6926,3463.0,a
6927,3463.5,b
6928,3464.0,a
6929,3464.5,b
6930,3465.0,a
6931,3465.5,b
6932,3466.0,a
6933,3466.5,b
6934,3467.0,a
6935,3467.5,b
6936,3468.0,a
6937,3468.5,b
6938,3469.0,a
6939,3469.5,b
6940,3470.0,a
6941,3470.5,b
6942,3471.0,a
6943,3471.5,b
6944,3472.0,a
6945,3472.5,b
6946,3473.0,a
6947,3473.5,b
6948,3474.0,a
6949,3474.5,b
6950,3475.0,a
6951,3475.5,b
6952,3476.0,a
6953,3476.5,b
6954,3477.0,a
6955,3477.5,b
6956,3478.0,a
6957,3478.5,b
6958,3479.0,a
6959,3479.5,b
6960,3480.0,a
6961,3480.5,b
6962,3481.0,a
6963,3481.5,b
6964,3482.0,a
6965,3482.5,b
6966,3483.0,a
6967,3483.5,b
6968,3484.0,a
6969,3484.5,b
6970,3485.0,a
6971,3485.5,b
6972,3486.0,a
6973,3486.5,b
6974,3487.0,a
6975,3487.5,b
6976,3488.0,a
6977,3488.5,b
6978,3489.0,a
6979,3489.5,b
6980,3490.0,a
6981,3490.5,b
6982,3491.0,a
6983,3491.5,b
6984,3492.0,a
6985,3492.5,b
6986,3493.0,a
6987,3493.5,b
6988,3494.0,a
6989,3494.5,b
6990,3495.0,a
6991,3495.5,b
6992,3496.0,a
6993,3496.5,b
6994,3497.0,a
6995,3497.5,b
6996,3498.0,a
6997,3498.5,b
6998,3499.0,a
6999,3499.5,b
7000,3500.0,a
7001,3500.5,b
7002,3501.0,a
7003,3501.5,b
7004,3502.0,a
7005,3502.5,b
7006,3503.0,a
7007,3503.5,b
7008,3504.0,a
7009,3504.5,b
7010,3505.0,a
7011,3505.5,b
7012,3506.0,a
7013,3506.5,b
7014,3507.0,a
7015,3507.5,b
7016,3508.0,a
7017,3508.5,b
7018,3509.0,a
7019,3509.5,b
7020,3510.0,a
7021,3510.5,b
7022,3511.0,a
7023,3511.5,b
7024,3512.0,a
7025,3512.5,b
7026,3513.0,a
7027,3513.5,b
7028,3514.0,a
7029,3514.5,b
7030,3515.0,a
7031,3515.5,b
7032,3516.0,a
7033,3516.5,b
7034,3517.0,a
7035,3517.5,b
7036,3518.0,a
7037,3518.5,b
7038,3519.0,a
7039,3519.5,b
7040,3520.0,a
7041,3520.5,b
7042,3521.0,a
7043,3521.5,b
7044,3522.0,a
7045,3522.5,b
7046,3523.0,a
7047,3523.5,b
7048,3524.0,a
7049,3524.5,b
7050,3525.0,a
7051,3525.5,b
7052,3526.0,a
7053,3526.5,b
7054,3527.0,a
7055,3527.5,b
7056,3528.0,a
7057,3528.5,b
7058,3529.0,a
7059,3529.5,b
7060,3530.0,a
7061,3530.5,b
7062,3531.0,a
7063,3531.5,b
7064,3532.0,a
7065,3532.5,b
7066,3533.0,a
7067,3533.5,b
7068,3534.0,a
7069,3534.5,b
7070,3535.0,a
7071,3535.5,b
7072,3536.0,a
7073,3536.5,b
7074,3537.0,a
7075,3537.5,b
7076,3538.0,a
7077,3538.5,b
7078,3539.0,a
7079,3539.5,b
7080,3540.0,a
7081,3540.5,b
7082,3541.0,a
7083,3541.5,b
7084,3542.0,a
7085,3542.5,b
7086,3543.0,a
7087,3543.5,b
7088,3544.0,a
7089,3544.5,b
7090,3545.0,a
7091,3545.5,b
7092,3546.0,a
7093,3546.5,b
7094,3547.0,a
7095,3547.5,b
7096,3548.0,a
7097,3548.5,b
7098,3549.0,a
7099,3549.5,b
7100,3550.0,a
7101,3550.5,b
7102,3551.0,a
7103,3551.5,b
7104,3552.0,a
7105,3552.5,b
7106,3553.0,a
7107,3553.5,b
7108,3554.0,a
7109,3554.5,b
7110,3555.0,a
7111,3555.5,b
7112,3556.0,a
7113,3556.5,b
7114,3557.0,a
7115,3557.5,b
7116,3558.0,a
7117,3558.5,b
7118,3559.0,a
7119,3559.5,b
7120,3560.0,a
7121,3560.5,b
7122,3561.0,a
7123,3561.5,b
7124,3562.0,a
7125,3562.5,b
7126,3563.0,a
7127,3563.5,b
7128,3564.0,a
7129,3564.5,b
7130,3565.0,a
7131,3565.5,b
7132,3566.0,a
7133,3566.5,b
7134,3567.0,a
7135,3567.5,b
7136,3568.0,a
7137,3568.5,b
7138,3569.0,a
7139,3569.5,b
7140,3570.0,a
7141,3570.5,b
7142,3571.0,a
7143,3571.5,b
7144,3572.0,a
7145,3572.5,b
7146,3573.0,a
7147,3573.5,b
7148,3574.0,a
7149,3574.5,b
7150,3575.0,a
7151,3575.5,b
7152,3576.0,a
7153,3576.5,b
7154,3577.0,a
7155,3577.5,b
7156,3578.0,a
7157,3578.5,b
7158,3579.0,a
7159,3579.5,b
7160,3580.0,a
7161,3580.5,b
7162,3581.0,a
7163,3581.5,b
7164,3582.0,a
7165,3582.5,b
7166,3583.0,a
7167,3583.5,b
7168,3584.0,a
7169,3584.5,b
7170,3585.0,a
7171,3585.5,b
7172,3586.0,a
7173,3586.5,b
7174,3587.0,a
7175,3587.5,b
7176,3588.0,a
7177,3588.5,b
7178,3589.0,a
7179,3589.5,b
7180,3590.0,a
7181,3590.5,b
7182,3591.0,a
7183,3591.5,b
7184,3592.0,a
7185,3592.5,b
7186,3593.0,a
7187,3593.5,b
7188,3594.0,a
7189,3594.5,b
7190,3595.0,a
7191,3595.5,b
7192,3596.0,a
7193,3596.5,b
7194,3597.0,a
7195,3597.5,b
7196,3598.0,a
7197,3598.5,b
7198,3599.0,a
7199,3599.5,b
7200,3600.0,a
7201,3600.5,b
7202,3601.0,a
7203,3601.5,b
7204,3602.0,a
7205,3602.5,b
7206,3603.0,a
7207,3603.5,b
7208,3604.0,a
7209,3604.5,b
7210,3605.0,a
7211,3605.5,b
7212,3606.0,a
7213,3606.5,b
7214,3607.0,a
7215,3607.5,b
7216,3608.0,a
7217,3608.5,b
7218,3609.0,a
7219,3609.5,b
7220,3610.0,a
7221,3610.5,b
7222,3611.0,a
7223,3611.5,b
7224,3612.0,a
7225,3612.5,b
7226,3613.0,a
7227,3613.5,b
7228,3614.0,a
7229,3614.5,b
7230,3615.0,a
7231,3615.5,b
7232,3616.0,a
7233,3616.5,b
7234,3617.0,a
7235,3617.5,b
7236,3618.0,a
7237,3618.5,b
7238,3619.0,a
7239,3619.5,b
7240,3620.0,a
7241,3620.5,b
7242,3621.0,a
7243,3621.5,b
7244,3622.0,a
7245,3622.5,b
7246,3623.0,a
7247,3623.5,b
7248,3624.0,a
7249,3624.5,b
7250,3625.0,a
7251,3625.5,b
7252,3626.0,a
7253,3626.5,b
7254,3627.0,a
7255,3627.5,b
7256,3628.0,a
7257,3628.5,b
7258,3629.0,a
7259,3629.5,b
7260,3630.0,a
7261,3630.5,b
7262,3631.0,a
7263,3631.5,b
7264,3632.0,a
7265,3632.5,b
7266,3633.0,a
7267,3633.5,b
7268,3634.0,a
7269,3634.5,b
7270,3635.0,a
7271,3635.5,b
7272,3636.0,a
7273,3636.5,b
7274,3637.0,a
7275,3637.5,b
7276,3638.0,a
7277,3638.5,b
7278,3639.0,a
7279,3639.5,b
7280,3640.0,a
7281,3640.5,b
7282,3641.0,a
7283,3641.5,b
7284,3642.0,a
7285,3642.5,b
7286,3643.0,a
7287,3643.5,b
7288,3644.0,a
7289,3644.5,b
7290,3645.0,a
7291,3645.5,b
7292,3646.0,a
7293,3646.5,b
7294,3647.0,a
7295,3647.5,b
7296,3648.0,a
7297,3648.5,b
7298,3649.0,a
7299,3649.5,b
7300,3650.0,a
7301,3650.5,b
7302,3651.0,a
7303,3651.5,b
7304,3652.0,a
7305,3652.5,b
7306,3653.0,a
7307,3653.5,b
7308,3654.0,a
7309,3654.5,b
7310,3655.0,a
7311,3655.5,b
7312,3656.0,a
7313,3656.5,b
7314,3657.0,a
7315,3657.5,b
7316,3658.0,a
7317,3658.5,b
7318,3659.0,a
7319,3659.5,b
7320,3660.0,a
7321,3660.5,b
7322,3661.0,a
7323,3661.5,b
7324,3662.0,a
7325,3662.5,b
7326,3663.0,a
7327,3663.5,b
7328,3664.0,a
7329,3664.5,b
7330,3665.0,a
7331,3665.5,b
7332,3666.0,a
7333,3666.5,b
7334,3667.0,a
7335,3667.5,b
7336,3668.0,a
7337,3668.5,b
7338,3669.0,a
7339,3669.5,b
7340,3670.0,a
7341,3670.5,b
7342,3671.0,a
7343,3671.5,b
7344,3672.0,a
7345,3672.5,b
7346,3673.0,a
7347,3673.5,b
7348,3674.0,a
7349,3674.5,b
7350,3675.0,a
7351,3675.5,b
7352,3676.0,a
7353,3676.5,b
7354,3677.0,a
7355,3677.5,b
7356,3678.0,a
7357,3678.5,b
7358,3679.0,a
7359,3679.5,b
7360,3680.0,a
7361,3680.5,b
7362,3681.0,a
7363,3681.5,b
7364,3682.0,a
7365,3682.5,b
7366,3683.0,a
7367,3683.5,b
7368,3684.0,a
7369,3684.5,b
7370,3685.0,a
7371,3685.5,b
7372,3686.0,a
7373,3686.5,b
7374,3687.0,a
7375,3687.5,b
7376,3688.0,a
7377,3688.5,b
7378,3689.0,a
7379,3689.5,b
7380,3690.0,a
7381,3690.5,b
7382,3691.0,a
7383,3691.5,b
7384,3692.0,a
7385,3692.5,b
7386,3693.0,a
7387,3693.5,b
7388,3694.0,a
7389,3694.5,b
7390,3695.0,a
7391,3695.5,b
7392,3696.0,a
7393,3696.5,b
7394,3697.0,a
7395,3697.5,b
7396,3698.0,a
7397,3698.5,b
7398,3699.0,a
7399,3699.5,b
7400,3700.0,a
7401,3700.5,b
7402,3701.0,a
7403,3701.5,b
7404,3702.0,a
7405,3702.5,b
7406,3703.0,a
7407,3703.5,b
7408,3704.0,a
7409,3704.5,b
7410,3705.0,a
7411,3705.5,b
7412,3706.0,a
7413,3706.5,b
7414,3707.0,a
7415,3707.5,b
7416,3708.0,a
7417,3708.5,b
7418,3709.0,a
7419,3709.5,b
7420,3710.0,a
7421,3710.5,b
7422,3711.0,a
7423,3711.5,b
7424,3712.0,a
7425,3712.5,b
7426,3713.0,a
7427,3713.5,b
7428,3714.0,a
7429,3714.5,b
7430,3715.0,a
7431,3715.5,b
7432,3716.0,a
7433,3716.5,b
7434,3717.0,a
7435,3717.5,b
7436,3718.0,a
7437,3718.5,b
7438,3719.0,a
7439,3719.5,b
7440,3720.0,a
7441,3720.5,b
7442,3721.0,a
7443,3721.5,b
7444,3722.0,a
7445,3722.5,b
7446,3723.0,a
7447,3723.5,b
7448,3724.0,a
7449,3724.5,b
7450,3725.0,a
7451,3725.5,b
7452,3726.0,a
7453,3726.5,b
7454,3727.0,a
7455,3727.5,b
7456,3728.0,a
7457,3728.5,b
7458,3729.0,a
7459,3729.5,b
7460,3730.0,a
7461,3730.5,b
7462,3731.0,a
7463,3731.5,b
7464,3732.0,a
7465,3732.5,b
7466,3733.0,a
7467,3733.5,b
7468,3734.0,a
7469,3734.5,b
7470,3735.0,a
7471,3735.5,b
7472,3736.0,a
7473,3736.5,b
7474,3737.0,a
7475,3737.5,b
7476,3738.0,a
7477,3738.5,b
7478,3739.0,a
7479,3739.5,b
7480,3740.0,a
7481,3740.5,b
7482,3741.0,a
7483,3741.5,b
7484,3742.0,a
7485,3742.5,b
7486,3743.0,a
7487,3743.5,b
7488,3744.0,a
7489,3744.5,b
7490,3745.0,a
7491,3745.5,b
7492,3746.0,a
7493,3746.5,b
7494,3747.0,a
7495,3747.5,b
7496,3748.0,a
7497,3748.5,b
7498,3749.0,a
7499,3749.5,b
7500,3750.0,a
7501,3750.5,b
7502,3751.0,a
7503,3751.5,b
7504,3752.0,a
7505,3752.5,b
7506,3753.0,a
7507,3753.5,b
7508,3754.0,a
7509,3754.5,b
7510,3755.0,a
7511,3755.5,b
7512,3756.0,a
7513,3756.5,b
7514,3757.0,a
7515,3757.5,b
7516,3758.0,a
7517,3758.5,b
7518,3759.0,a
7519,3759.5,b
7520,3760.0,a
7521,3760.5,b
7522,3761.0,a
7523,3761.5,b
7524,3762.0,a
7525,3762.5,b
7526,3763.0,a
7527,3763.5,b
7528,3764.0,a
7529,3764.5,b
7530,3765.0,a
7531,3765.5,b
7532,3766.0,a
7533,3766.5,b
7534,3767.0,a
7535,3767.5,b
7536,3768.0,a
7537,3768.5,b
7538,3769.0,a
7539,3769.5,b
7540,3770.0,a
7541,3770.5,b
7542,3771.0,a
7543,3771.5,b
7544,3772.0,a
7545,3772.5,b
7546,3773.0,a
7547,3773.5,b
7548,3774.0,a
7549,3774.5,b
7550,3775.0,a
7551,3775.5,b
7552,3776.0,a
7553,3776.5,b
7554,3777.0,a
7555,3777.5,b
7556,3778.0,a
7557,3778.5,b
7558,3779.0,a
7559,3779.5,b
7560,3780.0,a
7561,3780.5,b
7562,3781.0,a
7563,3781.5,b
7564,3782.0,a
7565,3782.5,b
7566,3783.0,a
7567,3783.5,b
7568,3784.0,a
7569,3784.5,b
7570,3785.0,a
7571,3785.5,b
7572,3786.0,a
7573,3786.5,b
7574,3787.0,a
7575,3787.5,b
7576,3788.0,a
7577,3788.5,b
7578,3789.0,a
7579,3789.5,b
7580,3790.0,a
7581,3790.5,b
7582,3791.0,a
7583,3791.5,b
7584,3792.0,a
7585,3792.5,b
7586,3793.0,a
7587,3793.5,b
7588,3794.0,a
7589,3794.5,b
7590,3795.0,a
7591,3795.5,b
7592,3796.0,a
7593,3796.5,b
7594,3797.0,a
7595,3797.5,b
7596,3798.0,a
7597,3798.5,b
7598,3799.0,a
7599,3799.5,b
7600,3800.0,a
7601,3800.5,b
7602,3801.0,a
7603,3801.5,b
7604,3802.0,a
7605,3802.5,b
7606,3803.0,a
7607,3803.5,b
7608,3804.0,a
7609,3804.5,b
7610,3805.0,a
7611,3805.5,b
7612,3806.0,a
7613,3806.5,b
7614,3807.0,a
7615,3807.5,b
7616,3808.0,a
7617,3808.5,b
7618,3809.0,a
7619,3809.5,b
7620,3810.0,a
7621,3810.5,b
7622,3811.0,a
7623,3811.5,b
7624,3812.0,a
7625,3812.5,b
7626,3813.0,a
7627,3813.5,b
7628,3814.0,a
7629,3814.5,b
7630,3815.0,a
7631,3815.5,b
7632,3816.0,a
7633,3816.5,b
7634,3817.0,a
7635,3817.5,b
7636,3818.0,a
7637,3818.5,b
7638,3819.0,a
7639,3819.5,b
7640,3820.0,a
7641,3820.5,b
7642,3821.0,a
7643,3821.5,b
7644,3822.0,a
7645,3822.5,b
7646,3823.0,a
7647,3823.5,b
7648,3824.0,a
7649,3824.5,b
7650,3825.0,a
7651,3825.5,b
7652,3826.0,a
7653,3826.5,b
7654,3827.0,a
7655,3827.5,b
7656,3828.0,a
7657,3828.5,b
7658,3829.0,a
7659,3829.5,b
7660,3830.0,a
7661,3830.5,b
7662,3831.0,a
7663,3831.5,b
7664,3832.0,a
7665,3832.5,b
7666,3833.0,a
7667,3833.5,b
7668,3834.0,a
7669,3834.5,b
7670,3835.0,a
7671,3835.5,b
7672,3836.0,a
7673,3836.5,b
7674,3837.0,a
7675,3837.5,b
7676,3838.0,a
7677,3838.5,b
7678,3839.0,a
7679,3839.5,b
7680,3840.0,a
7681,3840.5,b
7682,3841.0,a
7683,3841.5,b
7684,3842.0,a
7685,3842.5,b
7686,3843.0,a
7687,3843.5,b
7688,3844.0,a
7689,3844.5,b
7690,3845.0,a
7691,3845.5,b
7692,3846.0,a
7693,3846.5,b
7694,3847.0,a
7695,3847.5,b
7696,3848.0,a
7697,3848.5,b
7698,3849.0,a
7699,3849.5,b
7700,3850.0,a
7701,3850.5,b
7702,3851.0,a
7703,3851.5,b
7704,3852.0,a
7705,3852.5,b
7706,3853.0,a
7707,3853.5,b
7708,3854.0,a
7709,3854.5,b
7710,3855.0,a
7711,3855.5,b
7712,3856.0,a
7713,3856.5,b
7714,3857.0,a
7715,3857.5,b
7716,3858.0,a
7717,3858.5,b
7718,3859.0,a
7719,3859.5,b
7720,3860.0,a
7721,3860.5,b
7722,3861.0,a
7723,3861.5,b
7724,3862.0,a
7725,3862.5,b
7726,3863.0,a
7727,3863.5,b
7728,3864.0,a
7729,3864.5,b
7730,3865.0,a
7731,3865.5,b
7732,3866.0,a
7733,3866.5,b
7734,3867.0,a
7735,3867.5,b
7736,3868.0,a
7737,3868.5,b
7738,3869.0,a
7739,3869.5,b
7740,3870.0,a
7741,3870.5,b
7742,3871.0,a
7743,3871.5,b
7744,3872.0,a
7745,3872.5,b
7746,3873.0,a
7747,3873.5,b
7748,3874.0,a
7749,3874.5,b
7750,3875.0,a
7751,3875.5,b
7752,3876.0,a
7753,3876.5,b
7754,3877.0,a
7755,3877.5,b
7756,3878.0,a
7757,3878.5,b
7758,3879.0,a
7759,3879.5,b
7760,3880.0,a
7761,3880.5,b
7762,3881.0,a
7763,3881.5,b
7764,3882.0,a
7765,3882.5,b
7766,3883.0,a
7767,3883.5,b
7768,3884.0,a
7769,3884.5,b
7770,3885.0,a
7771,3885.5,b
7772,3886.0,a
7773,3886.5,b
7774,3887.0,a
7775,3887.5,b
7776,3888.0,a
7777,3888.5,b
7778,3889.0,a
7779,3889.5,b
7780,3890.0,a
7781,3890.5,b
7782,3891.0,a
7783,3891.5,b
7784,3892.0,a
7785,3892.5,b
7786,3893.0,a
7787,3893.5,b
7788,3894.0,a
7789,3894.5,b
7790,3895.0,a
7791,3895.5,b
7792,3896.0,a
7793,3896.5,b
7794,3897.0,a
7795,3897.5,b
7796,3898.0,a
7797,3898.5,b
7798,3899.0,a
7799,3899.5,b
7800,3900.0,a
7801,3900.5,b
7802,3901.0,a
7803,3901.5,b
7804,3902.0,a
7805,3902.5,b
7806,3903.0,a
7807,3903.5,b
7808,3904.0,a
7809,3904.5,b
7810,3905.0,a
7811,3905.5,b
7812,3906.0,a
7813,3906.5,b
7814,3907.0,a
7815,3907.5,b
7816,3908.0,a
7817,3908.5,b
7818,3909.0,a
7819,3909.5,b
7820,3910.0,a
7821,3910.5,b
7822,3911.0,a
7823,3911.5,b
7824,3912.0,a
7825,3912.5,b
7826,3913.0,a
7827,3913.5,b
7828,3914.0,a
7829,3914.5,b
7830,3915.0,a
7831,3915.5,b
7832,3916.0,a
7833,3916.5,b
7834,3917.0,a
7835,3917.5,b
7836,3918.0,a
7837,3918.5,b
7838,3919.0,a
7839,3919.5,b
7840,3920.0,a
7841,3920.5,b
7842,3921.0,a
7843,3921.5,b
7844,3922.0,a
7845,3922.5,b
7846,3923.0,a
7847,3923.5,b
7848,3924.0,a
7849,3924.5,b
7850,3925.0,a
7851,3925.5,b
7852,3926.0,a
7853,3926.5,b
7854,3927.0,a
7855,3927.5,b
7856,3928.0,a
7857,3928.5,b
7858,3929.0,a
7859,3929.5,b
7860,3930.0,a
7861,3930.5,b
7862,3931.0,a
7863,3931.5,b
7864,3932.0,a
7865,3932.5,b
7866,3933.0,a
7867,3933.5,b
7868,3934.0,a
7869,3934.5,b
7870,3935.0,a
7871,3935.5,b
7872,3936.0,a
7873,3936.5,b
7874,3937.0,a
7875,3937.5,b
7876,3938.0,a
7877,3938.5,b
7878,3939.0,a
7879,3939.5,b
7880,3940.0,a
7881,3940.5,b
7882,3941.0,a
7883,3941.5,b
7884,3942.0,a
7885,3942.5,b
7886,3943.0,a
7887,3943.5,b
7888,3944.0,a
7889,3944.5,b
7890,3945.0,a
7891,3945.5,b
7892,3946.0,a
7893,3946.5,b
7894,3947.0,a
7895,3947.5,b
7896,3948.0,a
7897,3948.5,b
7898,3949.0,a
7899,3949.5,b
7900,3950.0,a
7901,3950.5,b
7902,3951.0,a
7903,3951.5,b
7904,3952.0,a
7905,3952.5,b
7906,3953.0,a
7907,3953.5,b
7908,3954.0,a
7909,3954.5,b
7910,3955.0,a
7911,3955.5,b
7912,3956.0,a
7913,3956.5,b
7914,3957.0,a
7915,3957.5,b
7916,3958.0,a
7917,3958.5,b
7918,3959.0,a
7919,3959.5,b
7920,3960.0,a
7921,3960.5,b
7922,3961.0,a
7923,3961.5,b
7924,3962.0,a
7925,3962.5,b
7926,3963.0,a
7927,3963.5,b
7928,3964.0,a
7929,3964.5,b
7930,3965.0,a
7931,3965.5,b
7932,3966.0,a
7933,3966.5,b
7934,3967.0,a
7935,3967.5,b
7936,3968.0,a
7937,3968.5,b
7938,3969.0,a
7939,3969.5,b
7940,3970.0,a
7941,3970.5,b
7942,3971.0,a
7943,3971.5,b
7944,3972.0,a
7945,3972.5,b
7946,3973.0,a
7947,3973.5,b
7948,3974.0,a
7949,3974.5,b
7950,3975.0,a
7951,3975.5,b
7952,3976.0,a
7953,3976.5,b
7954,3977.0,a
7955,3977.5,b
7956,3978.0,a
7957,3978.5,b
7958,3979.0,a
7959,3979.5,b
7960,3980.0,a
7961,3980.5,b
7962,3981.0,a
7963,3981.5,b
7964,3982.0,a
7965,3982.5,b
7966,3983.0,a
7967,3983.5,b
7968,3984.0,a
7969,3984.5,b
7970,3985.0,a
7971,3985.5,b
7972,3986.0,a
7973,3986.5,b
7974,3987.0,a
7975,3987.5,b
7976,3988.0,a
7977,3988.5,b
7978,3989.0,a
7979,3989.5,b
7980,3990.0,a
7981,3990.5,b
7982,3991.0,a
7983,3991.5,b
7984,3992.0,a
7985,3992.5,b
7986,3993.0,a
7987,3993.5,b
7988,3994.0,a
7989,3994.5,b
7990,3995.0,a
7991,3995.5,b
7992,3996.0,a
7993,3996.5,b
7994,3997.0,a
7995,3997.5,b
7996,3998.0,a
7997,3998.5,b
7998,3999.0,a
7999,3999.5,b
8000,4000.0,a
8001,4000.5,b
8002,4001.0,a
8003,4001.5,b
8004,4002.0,a
8005,4002.5,b
8006,4003.0,a
8007,4003.5,b
8008,4004.0,a
8009,4004.5,b
8010,4005.0,a
8011,4005.5,b
8012,4006.0,a
8013,4006.5,b
8014,4007.0,a
8015,4007.5,b
8016,4008.0,a
8017,4008.5,b
8018,4009.0,a
8019,4009.5,b
8020,4010.0,a
8021,4010.5,b
8022,4011.0,a
8023,4011.5,b
8024,4012.0,a
8025,4012.5,b
8026,4013.0,a
8027,4013.5,b
8028,4014.0,a
8029,4014.5,b
8030,4015.0,a
8031,4015.5,b
8032,4016.0,a
8033,4016.5,b
8034,4017.0,a
8035,4017.5,b
8036,4018.0,a
8037,4018.5,b
8038,4019.0,a
8039,4019.5,b
8040,4020.0,a
8041,4020.5,b
8042,4021.0,a
8043,4021.5,b
8044,4022.0,a
8045,4022.5,b
8046,4023.0,a
8047,4023.5,b
8048,4024.0,a
8049,4024.5,b
8050,4025.0,a
8051,4025.5,b
8052,4026.0,a
8053,4026.5,b
8054,4027.0,a
8055,4027.5,b
8056,4028.0,a
8057,4028.5,b
8058,4029.0,a
8059,4029.5,b
8060,4030.0,a
8061,4030.5,b
8062,4031.0,a
8063,4031.5,b
8064,4032.0,a
8065,4032.5,b
8066,4033.0,a
8067,4033.5,b
8068,4034.0,a
8069,4034.5,b
8070,4035.0,a
8071,4035.5,b
8072,4036.0,a
8073,4036.5,b
8074,4037.0,a
8075,4037.5,b
8076,4038.0,a
8077,4038.5,b
8078,4039.0,a
8079,4039.5,b
8080,4040.0,a
8081,4040.5,b
8082,4041.0,a
8083,4041.5,b
8084,4042.0,a
8085,4042.5,b
8086,4043.0,a
8087,4043.5,b
8088,4044.0,a
8089,4044.5,b
8090,4045.0,a
8091,4045.5,b
8092,4046.0,a
8093,4046.5,b
8094,4047.0,a
8095,4047.5,b
8096,4048.0,a
8097,4048.5,b
8098,4049.0,a
8099,4049.5,b
8100,4050.0,a
8101,4050.5,b
8102,4051.0,a
8103,4051.5,b
8104,4052.0,a
8105,4052.5,b
8106,4053.0,a
8107,4053.5,b
8108,4054.0,a
8109,4054.5,b
8110,4055.0,a
8111,4055.5,b
8112,4056.0,a
8113,4056.5,b
8114,4057.0,a
8115,4057.5,b
8116,4058.0,a
8117,4058.5,b
8118,4059.0,a
8119,4059.5,b
8120,4060.0,a
8121,4060.5,b
8122,4061.0,a
8123,4061.5,b
8124,4062.0,a
8125,4062.5,b
8126,4063.0,a
8127,4063.5,b
8128,4064.0,a
8129,4064.5,b
8130,4065.0,a
8131,4065.5,b
8132,4066.0,a
8133,4066.5,b
8134,4067.0,a
8135,4067.5,b
8136,4068.0,a
